src,tgt,mt,model_name,comet,bleurt,score
מי?,Who?,- Who? - What?,facebook/nllb-200-3.3b,0.9065726399421692,0.693243145942688,0.7999078929424286
אתה חייב לקחת את זה! אתה מבין?,You have to take this quinine.,You have to take it!,facebook/nllb-200-3.3b,0.592649519443512,0.5327255129814148,0.5626875162124634
"ודרך אגב, סולקת מהעדר.","And by the way, you're out of the herd.","And by the way, you're out of the herd.",facebook/nllb-200-3.3b,0.9509839415550232,0.9460564255714417,0.9485201835632324
עדיין כולכם הצבעתם לקבל אותו חזרה לקבוצה.,Yet you all voted to welcome him back into the fold.,Yet you all voted to have him back on the team.,facebook/nllb-200-3.3b,0.8906289339065552,0.7759268283843994,0.8332778811454773
"אני בריאן סנדרס, בוא פנימה.","Um, I'm brian sanders. Come on in.",This is Brian Sanders. Come in.,facebook/nllb-200-3.3b,0.8317214250564575,0.6885690093040466,0.7601452171802521
-מאוחר כל כך?,So late?,- That late?,facebook/nllb-200-3.3b,0.9129851460456848,0.9267750978469849,0.9198801219463348
אני עושה כל מה שנדרש ממני.,I'm doing everything that's asked of me.,I do whatever I'm asked to do.,facebook/nllb-200-3.3b,0.8505707383155823,0.7969443202018738,0.823757529258728
"ובכן, גב' מאניון, האמיני לי, אני כלל וכלל לא... קרא לי לורה.","Well, Mrs. Manion, believe me, I'm not in the least-- Call me Laura.","Well, Mrs. Manion, believe me, I have never in any way... Call me Laura.",facebook/nllb-200-3.3b,0.7857837677001953,0.5651187300682068,0.675451248884201
צר לי להיות זו שאומרת לך את זה.,I Hate Being The One To Tell You This.,I'm sorry to be the one to tell you this.,facebook/nllb-200-3.3b,0.8193109035491943,0.6368445754051208,0.7280777394771576
עד כמה אתה בטוח שפריבו הממזר יימצא?,How certain are you That this bastard Freebo will be found?,How sure are you that Freeborn bastard will be found?,facebook/nllb-200-3.3b,0.756831705570221,0.6598572134971619,0.7083444595336914
- בידי .,- Beadie.,- In my hand.,facebook/nllb-200-3.3b,0.4667629301548004,0.2800315022468567,0.37339721620082855
לאן נעלמת כרגע?,Where did you go just now?,Where did you just disappear to?,facebook/nllb-200-3.3b,0.6894029378890991,0.5301436185836792,0.6097732782363892
"- אני לא ""אנשים. "" זה רק אני.","I'm not ""people."" I'm just me.","- I'm not ""people"". It's just me.",facebook/nllb-200-3.3b,0.9161658883094788,0.8152223825454712,0.865694135427475
ומכור.,And an addict.,And sold out.,facebook/nllb-200-3.3b,0.5251312851905823,0.3115459680557251,0.4183386266231537
-אני מניח שהיה אור.,- I guess there was a light.,- I guess there was a light.,facebook/nllb-200-3.3b,0.9696161150932312,0.9779431819915771,0.9737796485424042
"הו, לך לחזור לכאן!","Oh, you get back here!","Oh, get back in here!",facebook/nllb-200-3.3b,0.9140000343322754,0.7179661393165588,0.8159830868244171
"אני אטפל בו כהוגן, על דברתי!","I'll sort him out, that I will.","I'll deal with him fairly, on my word!",facebook/nllb-200-3.3b,0.6572789549827576,0.5529180765151978,0.6050985157489777
"ואז חשבנו, ""פשוט נהפוך את זה לחופשה"".","Then we thought, ""Let's make it into a holiday.""","And then we thought, ""Let's just make it a vacation"".",facebook/nllb-200-3.3b,0.9413833022117615,0.7580981850624084,0.849740743637085
"צ'אק, אני לא מנסה להשפיל אף אחד.","Chuck, I'm not trying to humiliate anyone.","Chuck, I'm not trying to humiliate anyone.",facebook/nllb-200-3.3b,0.9776417016983032,0.9847060441970825,0.9811738729476929
זה לא סיפור גדול.,It's not that big a deal.,It's not a big deal.,facebook/nllb-200-3.3b,0.9363968372344971,0.8672357201576233,0.9018162786960602
יתבגר כאן?,Grow up around here?,Grow up here?,facebook/nllb-200-3.3b,0.9329811930656433,0.7803966403007507,0.856688916683197
"קארה, הוא הביא אותי לכאן כי הוא ידע שהמים יפריעו טלפתיה שלי.","Cara, he brought me here because he knew the water would interfere with my telepathy.","Kara, he brought me here because he knew the water would interfere with my telepathy.",facebook/nllb-200-3.3b,0.9171154499053955,0.9036589860916138,0.9103872179985046
את אומרת שהבחור הזה טד ספראג פוצץ את הבית שלך?,"You're telling me, this guy Ted Sprague blew up your house?",You're saying this guy Ted Sprague blew up your house?,facebook/nllb-200-3.3b,0.9247785210609436,0.8365554809570312,0.8806670010089874
לעזאזל.,Damn it.,- What the fuck?,facebook/nllb-200-3.3b,0.7694433331489563,0.36761897802352905,0.5685311555862427
אחד מהשניים.,Men don't fall in love with girls like that.,One of the two.,facebook/nllb-200-3.3b,0.37721678614616394,0.22475877404212952,0.30098778009414673
"לא נראה אותה יותר, חוץ מבמשפט.","We'll never see it again, except at the trial.","We'll never see her again, except in court.",facebook/nllb-200-3.3b,0.873184859752655,0.64210444688797,0.7576446533203125
אני חושש שהם רעבים לערב.,I fear they hunger for Arabia.,I'm afraid they're hungry for the evening.,facebook/nllb-200-3.3b,0.6458030343055725,0.4311201572418213,0.5384615957736969
זה יכול להחזיק מטען.,That could hold a payload.,It can hold a charge.,facebook/nllb-200-3.3b,0.6471561193466187,0.4808453321456909,0.5640007257461548
"בהתחלה הכסף התחיל להעלם, ועכשיו כולם מפוטרים.","First, the money started going and now everyone's getting laid off work.","First the money started to disappear, and now everyone's fired.",facebook/nllb-200-3.3b,0.8346429467201233,0.6052515506744385,0.7199472486972809
"אה, איך אני יכול לתת לזה לקרות?","Ah, how could I let this happen?","Oh, how could I let that happen?",facebook/nllb-200-3.3b,0.9733927249908447,0.9025384783744812,0.937965601682663
אייש טורפדו.,Man the torpedoes.,The Aish Torpedo.,facebook/nllb-200-3.3b,0.654022753238678,0.4385288953781128,0.5462758243083954
עמוק בפנים אנו כולנו רוצים לדעת אם אנחנו נאהבים,"Deep down, we all wanna know if we're loved.",Deep down inside we all want to know if we're in love,facebook/nllb-200-3.3b,0.8829805254936218,0.7464988231658936,0.8147396743297577
למופע הוקרה לדיוקאלינגטון.,"Yeah, for a tribute to Duke Ellington.",For the tribute show to Docklington.,facebook/nllb-200-3.3b,0.7295228242874146,0.36321520805358887,0.5463690161705017
"וכך נעשיתי לשרת של רבים, אביהם של אף אחד.","And so I became the caretaker of many, father of none.","And so I became the servant of many, the father of none.",facebook/nllb-200-3.3b,0.8585323691368103,0.7507702112197876,0.804651290178299
ביקום ישנם הרבה שדות אנרגיה שבדרך כלל אנחנו לא מסוגלים לתפוס.,"In the universe, there are many energy fields which we cannot normally perceive.",There are many energy fields in the universe that we are not normally able to perceive.,facebook/nllb-200-3.3b,0.9091072678565979,0.824057400226593,0.8665823340415955
"הי, דוד.","- Hey, dude!",- What's up?,facebook/nllb-200-3.3b,0.6953884959220886,0.25543031096458435,0.4754094034433365
-מה זה ?,- What's that?,- What is it?,facebook/nllb-200-3.3b,0.9373134970664978,0.7322441339492798,0.8347788155078888
תגור במרחק מספר דלתות ממני בבניין הדירות שלי בבירה.,You'll be a few doors down from me in my apartment building in D.C.,You'll live a few doors away from me in my apartment building in the capital.,facebook/nllb-200-3.3b,0.8807039260864258,0.6933516263961792,0.7870277762413025
היא רוכבת מאז שהיא בת שש.,She's been riding since she was six.,She's been riding since she was six.,facebook/nllb-200-3.3b,0.982297956943512,0.984687864780426,0.983492910861969
"היי,דני!","Hey, Danny!","Hey, Danny! What are you doing?",facebook/nllb-200-3.3b,0.9065794944763184,0.6750351786613464,0.7908073365688324
"העניינים יוצאים מכלל שליטה, וזה לא מראה מלבב.","Things get out of hand, and that ain't pretty.","Things are getting out of hand, and it's not looking good.",facebook/nllb-200-3.3b,0.8475970029830933,0.8026434183120728,0.825120210647583
הוא לא אזרח שומר חוק.,He is not a law-abiding citizen.,He's not a law-abiding citizen.,facebook/nllb-200-3.3b,0.9661524295806885,0.8420993685722351,0.9041258990764618
תתפללו איתי.,Pray with me.,Pray with me.,facebook/nllb-200-3.3b,0.9784167408943176,0.9805682301521301,0.9794924855232239
"לא נראה שיש לנו סריקה רשתית, טביעת אצבע או מפה של המעי הגס שלך במחשב.",We don't seem to have your retina scan... your fingerprint or your colonic map on file.,"We don't seem to have a retinal scan, fingerprint or a computer map of your colon.",facebook/nllb-200-3.3b,0.8766649961471558,0.7453474998474121,0.8110062479972839
"פישבק, ג'וש, מהלשכה למידות ומשקל, מחלקת חקירות.","Fishbeck, Josh. Bureau of Weights and Measures. Metric Investigation Unit.","Fishback, Josh, from the Bureau of Weights and Measures, Criminal Investigations.",facebook/nllb-200-3.3b,0.766709566116333,0.5524664521217346,0.6595880091190338
את יודעת למה?,- I don't care.,You know why?,facebook/nllb-200-3.3b,0.6103165149688721,0.30931347608566284,0.45981499552726746
אני לוקח אותו בחזרה.,I take it back.,I'm taking him back.,facebook/nllb-200-3.3b,0.8003411889076233,0.5389493107795715,0.6696452498435974
אני הולך לבדוק את התוצרת הטובה.,I'm gonna go check out the cuties in the produce section.,I'm going to check out the good stuff.,facebook/nllb-200-3.3b,0.6829589009284973,0.634598970413208,0.6587789356708527
"יש לה 14 גושים קטנים אננס בתוכה, והיא כל מה שמגיע לי בחיים!","She has 14 little chunks of pineapple inside her, and she's everything I deserve in life!","She's got 14 little pineapple balls in her, and she's all I deserve in life!",facebook/nllb-200-3.3b,0.865075945854187,0.8067150115966797,0.8358954787254333
מעולה.,Super.,- That's great.,facebook/nllb-200-3.3b,0.7596449255943298,0.6952853798866272,0.7274651527404785
זה לטובה.,It's for the best.,It's for the best.,facebook/nllb-200-3.3b,0.9772723317146301,0.9792754054069519,0.978273868560791
איך זה?,How's that?,How's that?,facebook/nllb-200-3.3b,0.9873566031455994,1.0233471393585205,1.00535187125206
"אלה עליונה, השתלטי על הגוף שלי.","Beloved God, take over my body.","These are supreme, take control of my body.",facebook/nllb-200-3.3b,0.5554142594337463,0.5286290645599365,0.5420216619968414
"מצטער, כן.","Oh, sorry, yeah.","Sorry, yeah. I know.",facebook/nllb-200-3.3b,0.9110483527183533,0.6535021662712097,0.7822752594947815
ונכשלנו.,And we failed.,And we failed.,facebook/nllb-200-3.3b,0.9842907786369324,0.9678835272789001,0.9760871529579163
אביך סיפר לי לפני שנים רבות.,Your father told me many years ago.,Your father told me many years ago.,facebook/nllb-200-3.3b,0.974542498588562,0.9812425374984741,0.9778925180435181
"- לא, זה שום דבר .","- No, forget it. - Call me as soon as he's here.","- No, it is nothing.",facebook/nllb-200-3.3b,0.5837528705596924,0.39141470193862915,0.48758378624916077
בטח.,Sure.,- I'm sure you will.,facebook/nllb-200-3.3b,0.6474406123161316,0.6062326431274414,0.6268366277217865
Zankou.,Zankou.,"Zankou, what are you doing?",facebook/nllb-200-3.3b,0.4780557155609131,0.5990598201751709,0.538557767868042
אני עדיין לא יודע.,I don't know yet.,I don't know yet.,facebook/nllb-200-3.3b,0.9887858033180237,0.9795642495155334,0.9841750264167786
"למשך הרבה זמן, ככה חשבנו על היילי.","For the longest time, that's how we felt about Haley.","For a long time, that's how we thought of Haley.",facebook/nllb-200-3.3b,0.9013476967811584,0.8192851543426514,0.8603164255619049
אני לא צריכה קבלה?,Don't I need a receipt?,Don't I need a receipt?,facebook/nllb-200-3.3b,0.9862840175628662,0.9668387770652771,0.9765613973140717
"מערב, מערב, בסדר?","West, west, okay?","West, west, all right?",facebook/nllb-200-3.3b,0.9377871751785278,0.7935488820075989,0.8656680285930634
הוא יד ימין של ממשלת בסכסוך.,He was Federov's right-hand man during the last Chechen conflict.,He's the right hand man of a government in conflict.,facebook/nllb-200-3.3b,0.7266687750816345,0.5465672612190247,0.6366180181503296
הוא לא היה בסביבה.,He wasn't around.,He wasn't around.,facebook/nllb-200-3.3b,0.9816399812698364,0.957385241985321,0.9695126116275787
זה הוא הילד עם צורכים המיוחדים.,That's the special needs boy.,That's the special needs kid.,facebook/nllb-200-3.3b,0.9091703295707703,0.8262421488761902,0.8677062392234802
אתה בחוץ.,That's a-that's a crap out.,You're out of here.,facebook/nllb-200-3.3b,0.5387141108512878,0.3497321605682373,0.4442231357097626
כי ראיתי את צילומי האבטחה.,Because I saw the security-cam footage.,Because I saw the security footage.,facebook/nllb-200-3.3b,0.9432089924812317,0.8830284476280212,0.9131187200546265
מה כל-כך נורא בזה?,What is so horrible about that?,What's so terrible about that?,facebook/nllb-200-3.3b,0.9673125743865967,0.8955371379852295,0.9314248561859131
ועכשיו היא הצילה את חייו של אברהם.,And now she's saved Abraham's life.,And now she has saved Abraham's life.,facebook/nllb-200-3.3b,0.9634756445884705,0.9051358699798584,0.9343057572841644
"אני מצטער, כמו עורך הדין שלך, אני צריך לייעץ לך להרחיק את עצמך מאנשים אלה.","I'm sorry, as your lawyer, I need to advise you to distance yourself from those people.","I'm sorry, as your lawyer, I have to advise you to keep yourself away from these people.",facebook/nllb-200-3.3b,0.9241325259208679,0.7916213870048523,0.8578769564628601
"-בוקר טוב, אדון הירו","- Hi, Mr. Hiro.","- Good morning, Mr. Hiro. - What are you doing?",facebook/nllb-200-3.3b,0.7945153117179871,0.7100815176963806,0.7522984147071838
את לא באה?,- Are you not coming?,You're not coming?,facebook/nllb-200-3.3b,0.9308067560195923,0.7493662238121033,0.8400864899158478
לא לי.,Not to me.,Not to me.,facebook/nllb-200-3.3b,0.9712397456169128,0.9791932702064514,0.9752165079116821
... אתה לא יכול לעשות זאת!,You can't do this!,You can't do this!,facebook/nllb-200-3.3b,0.9892876744270325,0.9879660606384277,0.9886268675327301
את רק עושה את זה.,All you do is you do that.,You just do it.,facebook/nllb-200-3.3b,0.8392181992530823,0.6465634107589722,0.7428908050060272
"ואחרי שהחוטפים נעצרו, זאת הייתה עדותו של ג'ייק שהרשיעה אותם.","After the kidnappers were arrested, it was Jake's testimony that convicted them.","And after the kidnappers were arrested, it was Jake's testimony that convicted them.",facebook/nllb-200-3.3b,0.9483311176300049,0.9280524849891663,0.9381918013095856
אתם עדיין הגיבורים המועדפים עליי.,You're still my favorite heroes.,You guys are still my favorite heroes.,facebook/nllb-200-3.3b,0.9754398465156555,0.8738534450531006,0.924646645784378
תודה לך.,Thank you.,- Thank you. - Thank you.,facebook/nllb-200-3.3b,0.7748109698295593,0.9713299870491028,0.873070478439331
אתה רק עמדת שם וראית את ברוגן גווע.,You just stood there and watched Brogan die.,You just stood there and watched Brogan die.,facebook/nllb-200-3.3b,0.9788016676902771,1.0166683197021484,0.9977349936962128
בוקר אחד אני מבקשת שתחפה עלי.,- One morning I ask you to cover me.,One morning I ask you to cover for me.,facebook/nllb-200-3.3b,0.8962493538856506,0.7812605500221252,0.8387549519538879
מס,No.,"No, not yet.",facebook/nllb-200-3.3b,0.6722365021705627,0.7027186155319214,0.6874775588512421
"אוקיי, אני מבין, אתם רוצים לדבר עם בדלמנטי, כרצונכם... - לארי שונבאך עו""הד של בדלמנטי אך זכרו יש שלושה דברים על בטוח",BADALAMENTI'S ATTORNEY,"Okay, I understand, you want to talk to Badlamati, you do as you please... but remember, there are three things to be sure of.",facebook/nllb-200-3.3b,0.39301273226737976,0.31874004006385803,0.3558763861656189
כולן מלוכלכות!,They're all dirty!,They're all dirty!,facebook/nllb-200-3.3b,0.9877080917358398,0.9580674767494202,0.97288778424263
"אך אם זה יתדרדר למלחמה, תתנו לנארנים להשיג את מטרתם.","But if this turns into war, you'll give the Narns what they want.","But if it escalates into war, let the Narns have their way.",facebook/nllb-200-3.3b,0.8089417815208435,0.7493758797645569,0.7791588306427002
",בוב יהיה כאן לעזר - הוא מדבר אנגלית טובה למסעדה כן - כן, רוצח שלי -","Well, Bob should come in handy there. He speaks good restaurant English. - Yes.","- Bob will be here to help. - He speaks good English for the restaurant. - Yes, my killer.",facebook/nllb-200-3.3b,0.673225998878479,0.5467029809951782,0.6099644899368286
"קרלה, ראית הורים של ילדים נעדרים, נכון?","Carla, you've seen parents of missing children, right?","Carla, you've seen parents of missing children, right?",facebook/nllb-200-3.3b,0.9722217917442322,0.9769776463508606,0.9745997190475464
קבוצות מבקרי תאטרון חמושות שמחסלות מוטאציות של עיזים.,Armed bands of theatre critics exterminating mutant goats.,Armed theater critics eliminating mutated goats.,facebook/nllb-200-3.3b,0.7118821740150452,0.700529932975769,0.7062060534954071
"היי, רוצה לצאת החוצה ולשבת?","♪ ♪ ♪ Hey, you want to go outside and sit?","Hey, you want to go out and sit down?",facebook/nllb-200-3.3b,0.8238773941993713,0.6389141082763672,0.7313957512378693
תיהנה.,Have fun.,Have a good time.,facebook/nllb-200-3.3b,0.8819075226783752,0.7718830108642578,0.8268952667713165
"-היי, מורטי .","- Hi, Morty.","- Hey, Morty. - What are you doing?",facebook/nllb-200-3.3b,0.8323849439620972,0.7190712094306946,0.7757280766963959
בסדר?,All right?,- You all right?,facebook/nllb-200-3.3b,0.9289582967758179,0.7632266283035278,0.8460924625396729
"זה omore, מכשיר סריקה אופטית המשתמש באור אינפרא אדום למפה הפעילות המוחית של הנבדק כדי שנוכל לראות מה קורה כאשר שטח הפנים של כישורי הופך מנותק מהאמיגדלה.","This is the omore, an optical scanning device that uses infrared light to map the subject's brain activity so we can watch what happens when the fusiform face area becomes disconnected from the amygdala.","This is omore, an optical scanning device that uses infrared light to map the subject's brain activity so we can see what happens when Skill's face area becomes disconnected from the amygdala.",facebook/nllb-200-3.3b,0.8164300322532654,0.7321837544441223,0.7743068933486938
"-היי, היי, היי... אנחנו ידידים, בסדר?","- Hey, hey, hey... - we're friends, okay?","- Hey, hey, hey... We are friends, all right?",facebook/nllb-200-3.3b,0.9698885083198547,0.8460912108421326,0.9079898595809937
"-אוקיי, נתראה מחר.","- Okay, I'll... - see you tomorrow then. - Yeah.","- Okay, I'll see you tomorrow.",facebook/nllb-200-3.3b,0.9117434024810791,0.7973667979240417,0.8545551002025604
בואי לפה.,Get over here.,"Come here, please.",facebook/nllb-200-3.3b,0.7229471802711487,0.6277042031288147,0.6753256916999817
תעודה.,I.D.,I need a I.D.,facebook/nllb-200-3.3b,0.675325870513916,0.6213023066520691,0.6483140885829926
-גם לי.,- Me either.,"- I'm happy to see you, too.",facebook/nllb-200-3.3b,0.5320484638214111,0.5726319551467896,0.5523402094841003
-בדרך כלל אני לא .,"- I don't, as a rule.",- I don't usually.,facebook/nllb-200-3.3b,0.8798164129257202,0.671345591545105,0.7755810022354126
מתי הוא אמור לחזור?,When is he due back? Tomorrow.,When's he supposed to be back?,facebook/nllb-200-3.3b,0.9054664969444275,0.6581514477729797,0.7818089723587036
-מה הבעיה שלך?,- What's wrong with you?,- What's your problem?,facebook/nllb-200-3.3b,0.8980750441551208,0.7135636806488037,0.8058193624019623
"לא, מותק.","No, honey.","No, honey, I'm not going to.",facebook/nllb-200-3.3b,0.7106583714485168,0.4973580837249756,0.6040082275867462
"אבל לפני שאספר, אתה חייב להבטיח שלא תתעצבן.","But before I do, you have to promise you won't get mad.","But before I tell you, you have to promise not to get upset.",facebook/nllb-200-3.3b,0.8624922633171082,0.772489607334137,0.8174909353256226
אבא השאיר לה 10 מיליון דולר רק בגלל שהוא חשב שהיא אם בתו.,The only reason Dad left her $ 10 million is because he thought she was the mother of his child.,Dad left her $10 million just because he thought she was his daughter's mother.,facebook/nllb-200-3.3b,0.8805529475212097,0.7874062657356262,0.833979606628418
אני עשיתי אותם 5X7 בשבילך.,I did them 5-by-7 for you.,I made them 5x7 for you.,facebook/nllb-200-3.3b,0.696083128452301,0.8053123354911804,0.7506977319717407
"כן... בסדר, לאטה דל שומן כפול.","Yeah. Uh... oh, Uh, kay, uh, nonfat latte, double shot.","Yeah... Okay, double low fat latte. I'll have the rest of the day.",facebook/nllb-200-3.3b,0.5312070846557617,0.4526234269142151,0.4919152557849884
היא המגניבה.,She's the cool one.,She's the cool one.,facebook/nllb-200-3.3b,0.9781964421272278,1.0238516330718994,1.0010240375995636
חכה רגע...,--Now wait a minute...,Wait a second.,facebook/nllb-200-3.3b,0.8686801195144653,0.7266663908958435,0.7976732552051544
"אנו לא יודעים, אך העובדה היא שהם כאן!","We don't know, but the fact is they're here.","We don't know, but the fact is they're here!",facebook/nllb-200-3.3b,0.9673750996589661,0.9077481627464294,0.9375616312026978
הם בוחנים אותו השבוע בארמונו של השופט.,They are examining it this week at the Palace of Justice.,They're examining him this week in the judge's lounge.,facebook/nllb-200-3.3b,0.8023623824119568,0.5345808267593384,0.6684716045856476
אני ממש צריכה אותך עכשיו.,I really need you right now.,I really need you right now.,facebook/nllb-200-3.3b,0.9886819124221802,0.9724225997924805,0.9805522561073303
אני שונאת את רוס.,I hate Ross.,I hate Ross.,facebook/nllb-200-3.3b,0.9841163158416748,0.941782534122467,0.9629494249820709
משהו בין פארק וודלי ומרכז העיר.,Anything between Woodley Park and downtown.,Something between Woodley Park and downtown.,facebook/nllb-200-3.3b,0.9079352021217346,0.8631117939949036,0.8855234980583191
-בסדר .,- All right.,- I got it.,facebook/nllb-200-3.3b,0.7724199891090393,0.5622997283935547,0.667359858751297
"אנחנו מגיהינום, תינוק.","We're from hell, baby.","We are from hell, baby.",facebook/nllb-200-3.3b,0.964802622795105,0.8981563448905945,0.9314794838428497
-ברוכה הבאה לחיים שלי.,-Welcome to my life.,- Welcome to my life.,facebook/nllb-200-3.3b,0.9343613982200623,0.9387401342391968,0.9365507662296295
-ו ?,- And?,- And what?,facebook/nllb-200-3.3b,0.9446462988853455,0.7720953226089478,0.8583708107471466
"אתה הולך לעבוד ביקורת ספרי חשבונות, רונלד.","You're being audited, Ronald.","You're going to work the books, Ronald.",facebook/nllb-200-3.3b,0.529239296913147,0.3678171634674072,0.4485282301902771
לא יהיה יותר הגיוני אם פשוט אקח ממנו את הדיסק?,"Well, wouldn't it make more sense for me to just get his disc?",Wouldn't it make more sense if I just took the disk away from him?,facebook/nllb-200-3.3b,0.8544948101043701,0.6233872771263123,0.7389410436153412
אני לא אשאר כאן לעוד זמן רב.,I'm not gonna be here much longer.,I'm not gonna be here much longer.,facebook/nllb-200-3.3b,0.9870768189430237,0.9745875597000122,0.9808321893215179
"כל שעשית היום היה ליצור תרחיש, באמצעות תקיפת ארצך, שהפך אותך שוב לבעל-ערך.",All that you have done today is create a scenario by attacking your own country that has made you valuable again.,"All you did today was create a scenario, by attacking your own country, that made you valuable again.",facebook/nllb-200-3.3b,0.9086834788322449,0.8045593500137329,0.8566214144229889
טיפש!,Ay! Stupid!,You fool!,facebook/nllb-200-3.3b,0.7565235495567322,0.3490148186683655,0.5527691841125488
לְחַרְבֵּן.,Push me somewhere.,To the ruins.,facebook/nllb-200-3.3b,0.45400840044021606,0.2727741003036499,0.363391250371933
זה לא היה הוא.,It wasn't him.,It wasn't him.,facebook/nllb-200-3.3b,0.9851831793785095,0.9769406914710999,0.9810619354248047
"-אם יש לך סחרחורת, אולי תשבי?","- If you're dizzy, why don't you sit down?","- If you're feeling dizzy, why don't you sit down?",facebook/nllb-200-3.3b,0.942843496799469,0.8726497888565063,0.9077466428279877
הוא ידוע במיוחד בזכות רהיטות דיבורו בציבור ובזכות גינויו לשימוש לרעה שעשתה הכנסייה בכוחה באימפריה הרומית באותה עת.,He is recognized by the Eastern Orthodox Church and the Catholic Church as a saint and as a Doctor of the Church.,He is particularly known for his public speaking and for his condemnation of the misuse of power by the church in the Roman Empire at the time.,facebook/nllb-200-3.3b,0.5954161286354065,0.3592557907104492,0.47733595967292786
אני הולכת לקנות עיתון ואני חוזרת עם כל זה.,I go to get a paper and I come back with all this.,I'm gonna go buy a newspaper and come back with all this.,facebook/nllb-200-3.3b,0.7658696174621582,0.7715004086494446,0.7686850130558014
- מישמיש.,- Peachy.,- Useful.,facebook/nllb-200-3.3b,0.7012825608253479,0.6461162567138672,0.6736994087696075
איפה אתה?,Where are you?,Where are you? - I'm here.,facebook/nllb-200-3.3b,0.8237656354904175,0.7642843723297119,0.7940250039100647
או... הקלטות האחרות גרועות לא פחות.,Oh... The others are just as bad.,Oh... the other tapes are just as bad.,facebook/nllb-200-3.3b,0.8996571898460388,0.719246506690979,0.8094518482685089
ברידג'ט?,Bridgette?,Bridget? What is it?,facebook/nllb-200-3.3b,0.6829753518104553,0.4523806571960449,0.5676780045032501
הוא עוד מעט בן 11!,He's almost 11!,He's almost 11!,facebook/nllb-200-3.3b,0.9928488731384277,0.9916722774505615,0.9922605752944946
להתראות.,Khuda Hafiz (good bye).,- See you.,facebook/nllb-200-3.3b,0.49471601843833923,0.29965314269065857,0.3971845805644989
בואי איתי.,"Come with me, Hanna.",Come with me.,facebook/nllb-200-3.3b,0.8731753826141357,0.68727707862854,0.7802262306213379
-תחזרי בך,- You take it back!,- Get back to you.,facebook/nllb-200-3.3b,0.6375054717063904,0.5079486966133118,0.5727270841598511
הבא.,Next.,The next one.,facebook/nllb-200-3.3b,0.7274389266967773,0.7623916268348694,0.7449152767658234
זה הגיע לו.,He had it comin'.,He deserved it.,facebook/nllb-200-3.3b,0.6368388533592224,0.5609695911407471,0.5989042222499847
מה אם אצעק על האמא?,What if I yell at the mother?,What if I yell at the mother?,facebook/nllb-200-3.3b,0.978767454624176,0.9677796363830566,0.9732735455036163
ואז הוא פיתיונות לנו מים?,And then he baits us for water?,And then he baits us with water?,facebook/nllb-200-3.3b,0.8878576755523682,0.8755671977996826,0.8817124366760254
אתה חייב להבין את זה.,You must understand this.,You have to understand that.,facebook/nllb-200-3.3b,0.925067663192749,0.8094014525413513,0.8672345578670502
